id	filename	md5	size	state
2ae21b00-4f3d-42f8-b027-aa83afcb5539	THREW_p_TCGAb_329_335_336_NSP_GenomeWideSNP_6_A09_1367102.grch38.seg.v2.txt	0429c6592775465e39482bef56f9243a	38833	released
6f8a5574-5911-4bbe-849f-851f0ace2f63	05e21d13-373c-4134-be09-14ea37295929.mirbase21.isoforms.quantification.txt	3d26a73a5f169ab383b51896032d628b	335987	released
950e9b35-15cd-4005-8498-edc1ea913340	950e9b35-15cd-4005-8498-edc1ea913340.vep.vcf.gz	73fc6546743c243df116bc83ce836113	197100	released
dc23908c-8dd8-4054-938a-b27652819b94	jhu-usc.edu_LGG.HumanMethylation450.1.lvl-3.TCGA-CS-5394-01A-01D-1467-05.gdc_hg38.txt	a9068450e8600c85894a8d0aa25d02dd	141275597	released
6a640b52-648e-4c47-b8a2-c80c7f813e4c	6a640b52-648e-4c47-b8a2-c80c7f813e4c.vcf	b9d01b03a894dd51854ee67b118327c4	219467	released
7788aef6-5cae-47e7-ae87-9ebba4e9facb	7788aef6-5cae-47e7-ae87-9ebba4e9facb.vcf.gz	3f42bf5285c1164e038c2a502b4f8d84	149678	released
4b852814-7521-4169-842b-5be5c63ca663	4b852814-7521-4169-842b-5be5c63ca663.vcf.gz	02f271f0af64780c0d8c7c5beadaa218	182243	released
745bc0bb-5d52-4cc7-91c0-d808d54a37d4	nationwidechildrens.org_omf.TCGA-CS-6665.xml	71d1f551a9f4861fb9b3c798ba325b92	10621	released
a985283d-ec98-4d64-afab-579dd29327d4	0cf4430f-2a8e-4227-b231-4b685aec7be5.mirbase21.mirnas.quantification.txt	28dcf703b99a241169f45afccf679103	50317	released
57a09150-5385-4e1f-b28e-ca110763351d	5e90db43-70ec-42fc-93c3-098c81f9ced6.FPKM-UQ.txt.gz	80478e959fdf8006a55e2ca3681626e1	526771	released
ce1d7588-363e-4c58-861e-e56a8fb3a850	ce1d7588-363e-4c58-861e-e56a8fb3a850.vep.vcf.gz	d68a54ec7940b7320e7c23b31ddcfa40	297035	released
d383c1ea-3d56-4720-8a2e-52b9de2ce396	DREES_p_TCGAb_346_347_NSP_GenomeWideSNP_6_G07_1373918.grch38.seg.v2.txt	5d21c252370826a6498cb4c7357116ee	47145	released
2cddaea1-8787-4863-8edc-95c6a8ca6cc0	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_C02_932826.nocnv_grch38.seg.v2.txt	dd3c904ed32966f78e9a8ab93b253aa0	5258	released
b69040c6-a3ae-48ea-a850-97f34f2eb5b0	9ecdb465-ff32-41e2-b671-3acdd78d3c18.mirbase21.mirnas.quantification.txt	51d7a7ec437510278450f8d1ffb83275	50367	released
1406d486-fded-45b3-8357-fff91f1cbcc4	271ea70a-9908-4835-8bd4-25ab27be8cf2.mirbase21.isoforms.quantification.txt	c317f66970c0132e207d026faa953bec	307990	released
4b257f03-3976-41f1-86e3-f981099ac67e	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_E03_1148434.grch38.seg.v2.txt	6d7bf73532cdb13d4cbe806a2d27abc8	31178	released
16dd1089-ea5f-4796-ab30-66b29f5fef6d	nationwidechildrens.org_clinical.TCGA-HT-7482.xml	fc9d61a37ec0a34c26bce0a4145fbf3c	50798	released
39c764bb-8696-4bf7-9e13-eea96602b0a0	d243d87d-34f1-48d8-a4d4-3b6d13b5a88e.htseq.counts.gz	2aaff4de00e14508b09c5dac6adb0cca	258856	released
09c2c454-d850-4d78-9496-6a3ff52fd508	nationwidechildrens.org_biospecimen.TCGA-HW-8321.xml	a017af66cd0824f2b5ca3ea305b3acd2	61370	released
3750def1-ba48-4e65-ad4f-c91d3bb4895a	3750def1-ba48-4e65-ad4f-c91d3bb4895a.vcf.gz	d88e5db922abe7ceaf35999d3f3357c2	120785	released
f0d71fdf-c5a3-4824-ab40-d6275e4c8c96	TCGA-LGG.f2396adf-830c-4dc5-8bd9-54a29ff7fecd.gene_level_copy_number.tsv	13e010bae06b13cf3deea96221a5d63d	3482245	released
a0edab2b-ca96-413b-a0b6-629e77d48001	EVICT_p_TCGAb_329_NSP_GenomeWideSNP_6_D06_1367772.nocnv_grch38.seg.v2.txt	0cece7e9a04087d163498f3faef6efba	8489	released
7ca3e948-889d-4e78-8d72-963f65743a52	7ca3e948-889d-4e78-8d72-963f65743a52.vep.vcf.gz	27c339eb79bfcccdf0769a0d1913a34c	98222	released
f4ac86bb-2087-4970-aa49-7c7b7374bdc9	TCGA-E1-A7YW-01Z-00-DX1.E64A0F63-0346-4668-B67D-EF7D0358AC4E.svs	5d69fd8d8826144fe988825664cc4b6c	2491363352	released
ef232137-c1af-46e7-bf50-d8bbb9a181a5	ef232137-c1af-46e7-bf50-d8bbb9a181a5.vep.vcf.gz	c9a14b069f38eb33b9eb89a529a303f6	109844	released
7ee6e0e2-9396-4e72-81f5-6f46df77f799	eacbe277-8e24-4098-badf-2caa4993af92.FPKM-UQ.txt.gz	aad181c00cfc7a186c9efbe77a082510	535977	released
fd04ba29-82ce-4a97-8f07-c6723864d4e7	C494.TCGA-P5-A735-10A-01D-A329-08.1_gdc_realn.bam	7a7272ae2e9b695f50563235a63490f3	9237379404	released
f234b214-9aa3-44bc-ad7a-fbc5e34ad901	f234b214-9aa3-44bc-ad7a-fbc5e34ad901.vcf.gz	880a697b85bb5a5efb48cf19f4114504	77458	released
4d2ffdf3-ffe1-4fdf-9a02-0a4ef630ad92	TCGA-DU-7006-01Z-00-DX1.F91BD282-C5E5-441D-806E-354A1F78B04F.svs	cb18efe918174ad28eb5ddc59c6b1a3b	145665584	released
2aeeb199-cb59-419a-a077-85b5807f8b1e	C494.TCGA-E1-A7YY-01A-11D-A34J-08.1_gdc_realn.bam	8866ebde3f99a8b12e21d61b8ebab6d6	8056025221	released
bc0b9c6b-7ef0-4113-a8c3-32cc237e7231	WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_F01_1359110.grch38.seg.v2.txt	f998447ce619ccc72a5ac9daf084fb61	24879	released
ec6704e3-87aa-4a60-a0f0-641c1e14f905	9a1d7dec-14a7-4a15-937c-9e7429a42b61.mirbase21.mirnas.quantification.txt	00a3aa47c953e89f63e7193113ab7875	50260	released
8520bde5-3e43-4a68-9e73-16d76199eb11	8520bde5-3e43-4a68-9e73-16d76199eb11.vep.vcf.gz	42658825a4c494dde97fc5b213164218	217476	released
0368edea-7de3-4064-86b6-406bc730c4bc	0368edea-7de3-4064-86b6-406bc730c4bc.vep.vcf.gz	12630ef492d8adcfcdf027a469048ef5	105335	released
89495d10-1353-4394-aef6-ab6ce4455618	89495d10-1353-4394-aef6-ab6ce4455618.vep.vcf.gz	e9cb67bdc8a8da2a55f394774cfbf929	250933	released
c60bf4ef-4448-4e39-8dea-de43eaf7e58a	c60bf4ef-4448-4e39-8dea-de43eaf7e58a.vep.vcf.gz	acf770e231f05bd1f74da44427afd93b	1300179	released
0260bb3f-ba61-4e98-b776-3723d9f2caaf	RICER_p_TCGA_245_N_GenomeWideSNP_6_C10_1270770.grch38.seg.v2.txt	957f68d7b11d764a106c4b7b4c277f83	24201	released
742f2441-2a38-46f1-bc15-19fd5d942d04	nationwidechildrens.org_ssf.TCGA-S9-A6U5.xml	dd96870177c9a2aecd913d57a610de71	16308	released
91cbb3fd-b9f9-4d60-af3b-dc71592f0f70	91cbb3fd-b9f9-4d60-af3b-dc71592f0f70.vcf	c0b2e1747a7312c2a52abd4f2eba98f8	230274	released
40ef2e81-9979-4df1-aac2-d21005e60957	40ef2e81-9979-4df1-aac2-d21005e60957.vcf.gz	c680c09970131b480349c64a3946ffff	144605	released
7ac0f69a-91c4-47ab-b5df-41dc86b66a02	9b6ad092-646b-4b06-bd10-ca11c0b5ba53.mirbase21.mirnas.quantification.txt	2fb762b1cc9b9ffffac37edc15a0aa7e	50164	released
1e889b96-c0b2-45c1-9ef7-e3db8666e0e1	nationwidechildrens.org_ssf.TCGA-TQ-A7RP.xml	b43965b2b2a1710f6b88894b4c702deb	16088	released
b1b21a96-40e4-4a37-89ce-c07645efa24e	jhu-usc.edu_LGG.HumanMethylation450.4.lvl-3.TCGA-HT-7475-01A-11D-2025-05.gdc_hg38.txt	bb7ce16e7f11bfb4920cb07b7365ac65	141289426	released
c59ef5df-1ccd-4a99-a135-5df6edc5ca8b	5cad8349-7652-4232-8837-3421846ccc3c_gdc_realn_rehead.bam	cfb9abb886d788de725d018d416b45d3	8913431743	released
187ffcf5-7c6e-4078-9964-11ffe10cc8ec	jhu-usc.edu_LGG.HumanMethylation450.13.lvl-3.TCGA-P5-A737-01A-11D-A32C-05.gdc_hg38.txt	203c114c00f6cde0e334adb48bdcb5e6	141279840	released
3929ff2b-fbc4-4a5d-997d-bb0fcd291e99	C494.TCGA-E1-A7YW-10A-01D-A34M-08.1_gdc_realn.bam	2c18db655773ae5f36a6c63950a2dbbb	8878154530	released
e81a0baa-69a4-4ea0-b2d1-c1e08f8d28ea	NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_A12_1439034.nocnv_grch38.seg.v2.txt	75779a196fde9722a8e48c01118ca986	4462	released
12c2f467-af20-496d-92bc-1e12c54f1703	238bbee5-7732-426e-a16b-ecb314494541.mirbase21.mirnas.quantification.txt	9fd4e4acaf7211fbb1804b8db6d7ada8	50264	released
3f775dfa-56cb-4cff-aa78-d2613118e399	nationwidechildrens.org_biospecimen.TCGA-HT-7902.xml	ed7d01b1e22e1c588ec15bab4a6ea331	59075	released
3d555c5b-1bc6-4f9d-aa72-26b2dc1f325d	NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_D01_1438962.grch38.seg.v2.txt	aa6901a2284e01e160cb42c6e23a76ba	19414	released
4533e3da-d703-4134-a67e-26c42ce86183	C494.TCGA-DU-A7TJ-10A-01D-A34M-08.1_gdc_realn.bam	38e9cd7db69a906b7041c038b3162557	11653263786	released
f4cbce15-06cc-4f47-9583-19c449feb14c	VIBES_p_TCGA_290_291_292_293_S_GenomeWideSNP_6_A11_1362448.nocnv_grch38.seg.v2.txt	d9c235893e92c82053ab88c9f414dcee	3741	released
c982c400-4f71-4a50-a72a-c61d6ccaef17	MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_D08_729716.nocnv_grch38.seg.v2.txt	491448c4f92f7035aaff9571e9909533	5701	released
10f7ccad-d9d4-4279-84dd-7577c8ce2318	jhu-usc.edu_LGG.HumanMethylation450.4.lvl-3.TCGA-DU-7019-01A-11D-2025-05.gdc_hg38.txt	86465ff6eb3f09d0cfbdaf31fd88e063	141278628	released
30990596-7c57-4765-a48c-087bd3d10d9d	nationwidechildrens.org_ssf.TCGA-FG-7641.xml	fe6c489d5fb3a5c5aea03dda1114ecd9	16923	released
3986eb78-6204-4f96-ac03-083d06845864	TCGA-TM-A84T-01A-11R-A36C-13_mirna_gdc_realn.bam	49a187cc187a100e63079b80c0269290	263001380	released
c2b90356-d0a7-4af2-aaab-55d789effe8f	nationwidechildrens.org_ssf.TCGA-DB-A4XE.xml	a3d856b4ee7b51cec44f6f36d1b87343	16339	released
cdb79527-882e-4dec-875e-b51a3ed7082b	cdb79527-882e-4dec-875e-b51a3ed7082b.vcf	c9feb74a4388643219efde1e40eea5db	860559	released
b9d6aa82-946e-487e-8899-aeccdbfdc4ee	5f004b7a-b777-4039-9309-8e1f128ff637.FPKM.txt.gz	d8cf50d247d9563295e880c4fc459dac	526734	released
2d5b26f7-0a74-4c81-b60e-82063afa3efd	LEMUR_p_TCGA_116_163_164_183_N_GenomeWideSNP_6_C11_914402.nocnv_grch38.seg.v2.txt	88416715d42dad2c9a318b9e3efcf866	7255	released
093e8d3c-b45d-437a-8574-50c800400b57	RICER_p_TCGA_245_N_GenomeWideSNP_6_A03_1270876.nocnv_grch38.seg.v2.txt	1fe65b97738578c21c520f9e84eb77b6	3939	released
663067e3-5ecf-424e-8ed3-f2af0ca2de7d	7b0b785c-cf1e-4beb-8e3f-696d14e72b11.mirbase21.mirnas.quantification.txt	9dbe6ab6e94658b7112951b0eeb437a9	50359	released
4511c666-8028-43f3-817e-7f5f96d1e969	4511c666-8028-43f3-817e-7f5f96d1e969.vep.vcf.gz	580b4e627cf724198f3bfd3afdd59a9d	86579	released
30ee490e-2ef9-4859-8b8b-45e27d8051f8	THREW_p_TCGAb_329_335_336_NSP_GenomeWideSNP_6_A01_1367062.grch38.seg.v2.txt	0290b50feaa00ab2af78571e7da7761c	33888	released
f98568d5-4a5b-4b12-b9bc-a822a1721258	TSUBA_p_TCGA352_119_144_221_NSP_GenomeWideSNP_6_E12_1377164.grch38.seg.v2.txt	7c2c7bda82408a35e3c0d7c31c7ca561	25057	released
11c71c42-8dc0-4ace-863f-7acf5d02247d	11c71c42-8dc0-4ace-863f-7acf5d02247d.vep.vcf.gz	78f111ed12b3e79012fc27be19b714f9	243428	released
793eff00-251a-4921-b260-a7ca6707ca0d	793eff00-251a-4921-b260-a7ca6707ca0d.vcf.gz	fd75c7823d1785bf56ecb15b2626d618	152800	released
3d3f6f1f-07f6-415c-9913-9d19622933f7	ea19f4a8-7bdc-438c-9164-bc9cb3212ffb.mirbase21.isoforms.quantification.txt	89338caff8acbf2440733be2c10a77d5	310778	released
f0386ebb-cd5a-42ee-9dfd-7e93e6b22310	jhu-usc.edu_LGG.HumanMethylation450.7.lvl-3.TCGA-HT-7858-01A-11D-2399-05.gdc_hg38.txt	8055db6b169d9720490fcee9597fd164	141279797	released
4d4268b7-42f3-4b96-b938-cc08eb3f1c6f	TCGA-LGG.0747c04a-6607-43de-89e7-cc697cf531f9.ascat2.allelic_specific.seg.txt	ef34eb1bef1307107153723feafb7c9a	10100	released
00aaca5c-f4f3-4a5c-926e-f10b8c2026a3	TCGA-CS-6186-01Z-00-DX1.0CF5363F-B6E6-459C-93FD-0BE69F18A51B.svs	e61cdb8f3e9fef357be60b87e032fed4	345986073	released
b6c10763-2a49-4a5d-8ab7-55f8cad158d2	b6c10763-2a49-4a5d-8ab7-55f8cad158d2.vcf.gz	0da402e1bf2535801a2052d99e7f3129	82197	released
31faf0ab-ec81-4aec-9366-e71118bf6ecc	TCGA-E1-A7Z6-01A-11R-A34O-13_mirna_gdc_realn.bam	a26ed940841ba8314f284f333998456a	227716981	released
d60fb865-d3b7-4457-aa1f-7fcbd6b67ae7	d60fb865-d3b7-4457-aa1f-7fcbd6b67ae7.vcf	df71cec512ed5bc620a6908bfe1b1804	216866	released
11e26b45-35ff-47f5-8915-d2e30fb51f85	0ab790b0-7898-4e02-98e0-db10a7d6e63e.mirbase21.mirnas.quantification.txt	3655e94f617459a314e6259f6edf97d6	50399	released
e531c02e-4bd4-4405-bdc6-27a2a2daca71	c7d0387a-750d-483e-aedc-683accec753c.mirbase21.mirnas.quantification.txt	1f1686d9cea1471ad680696457122eb0	50332	released
136cb268-1d2b-47ac-8934-8e045589ad6e	136cb268-1d2b-47ac-8934-8e045589ad6e.vcf	9bf14c85aa8b207e1b4f364f7f52527a	665638	released
20f791eb-51a0-4407-b0a7-47dfb77406ba	TCGA-HT-7467-01Z-00-DX4.2CD993E3-7E94-4152-952F-4B12AB4F5EF7.svs	d2cc3b37def85a714c5a41200b6953e5	617232803	released
dda9f4d3-6167-452b-b899-ac34f05f656e	dda9f4d3-6167-452b-b899-ac34f05f656e.vep.vcf.gz	ce7d07c7d3f0ca8a30a4a7a063214515	324507	released
939b0713-76c7-45ed-962c-b6138117a670	939b0713-76c7-45ed-962c-b6138117a670.vep.vcf.gz	16c641c4b3d8aa2436afd7cff622a53b	186279	released
11d1368d-910b-4826-8d0c-2d76f138fe08	TCGA-HT-7468-01Z-00-DX4.4E1782B9-3639-4C7C-B98D-42774CCDC377.svs	7334f0ba1c878cdefa0a917d1532c665	1025983609	released
0a1ecacd-032e-43e2-8583-088a077cfd45	TCGA-LGG.3225d412-9a77-4ce1-9c46-798bd2ccf043.gene_level_copy_number.tsv	c860def3ea793864d9a6d17628ce8f69	3482260	released
258f2ab0-d35c-4d3e-9221-80f9408a075d	nationwidechildrens.org_clinical.TCGA-HT-7609.xml	9bd9c48939a556c44772a0d5503f6673	48552	released
6e69ebf0-a4ee-491c-a74b-07b4836f7bef	6508772b-6d96-4ce1-8d67-ffaf15e96f99.mirbase21.isoforms.quantification.txt	8c623a7813dd07aa56f75d99fc2c3438	431429	released
f17ace1d-1515-4693-8285-6d23f8e07e8b	f17ace1d-1515-4693-8285-6d23f8e07e8b.vcf.gz	6aebd3d25cc52bf487e7f2879986ea30	135895	released
16b75fc3-981b-44b1-9ba6-603a38cf36f9	16b75fc3-981b-44b1-9ba6-603a38cf36f9.vcf	9d2da701c389eac8a90350f77a396f7a	223757	released
88164ade-19cd-459d-99ce-f1bbe7fd2b4b	nationwidechildrens.org_ssf.TCGA-P5-A5EW.xml	4dd366cd4962432de84fc0bd612c359d	16081	released
36f91c63-1d92-48ce-ab2f-3899792ed8f6	36f91c63-1d92-48ce-ab2f-3899792ed8f6.vcf.gz	d5e67f80aca5f2200f755fa34bc1a311	26218	released
646ea2b3-9a57-4840-ad25-8fb59dba3461	71e3ff84-ab49-4906-99de-3b873ea04c68.FPKM.txt.gz	8a0081508eaa4c50881c5041314941af	519926	released
f1a9e168-f06f-46d8-ada5-19141b6b3b67	0379c600-733d-447d-baf2-b4230ed32044.mirbase21.isoforms.quantification.txt	2f30810920ac172d45f12a856bdba43c	291994	released
e394f705-5bcd-40a5-a869-66296f669513	TCGA-S9-A7QW-01A-01-TS1.72864BB8-B58F-4D33-B7B1-9A7928A4F6EB.svs	bc03601d9bf00162a8446ed1ea9010fb	251283117	released
ae57e6e2-2233-4122-a5f8-714887fdcae1	ae57e6e2-2233-4122-a5f8-714887fdcae1.vcf.gz	646ec8c274b4a068ba0ddfb0a6a92994	30392	released
b43a5785-6481-4fa0-bca4-58ca97c38c72	nationwidechildrens.org_clinical.TCGA-S9-A6WG.xml	8212cf141ae423c9d5844228824f5103	49713	released
9211b1d5-7db9-40f3-9a1f-e42ac59a966b	TCGA-LGG.eaa6d0af-ed2d-44d9-91ae-f12578ace0b2.gene_level_copy_number.tsv	cfe28bc7a2d5649ee5d826332bc88a55	3482278	released
f0ceba65-d2ec-4d59-9b45-a93bf409c3d0	TCGA-LGG.f5436e56-1aec-4f58-8bad-26b4914fe5bf.ascat2.allelic_specific.seg.txt	7ef0e4a3c153b25fc4cf5b5f90e85977	13779	released
b1c8bee7-ce9f-4faa-b7f0-9f4e0e7bdd03	ASPER_p_TCGA_b_306_308_146_NSP_GenomeWideSNP_6_D03_1365500.nocnv_grch38.seg.v2.txt	4269238c633d7dbb308e98e67ae6500b	3594	released
